dtmnfr;nuts1_dsg;nuts1_cod;nuts2_dsg;nuts2_cod;nuts3_dsg;nuts3_cod;distrito_ilha_dsg;município_dsg;freguesia_dsg;area_ha;area_km2
"030296";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;"União das freguesias de Chorente, Góios, Courel, Pedra Furada e Gueral";1609.17;16.09
"030297";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;União das freguesias de Creixomil e Mariz;697.67;6.98
"030298";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;União das freguesias de Durrães e Tregosa;672.85;6.73
"030299";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;União das freguesias de Gamil e Midões;583.55;5.84
"0302FA";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;"União das freguesias de Milhazes, Vilar de Figos e Faria";1213.76;12.14
"0302FB";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;União das freguesias de Negreiros e Chavão;696.43;6.96
"0302FC";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;União das freguesias de Quintiães e Aguiar;736.45;7.36
"0302FD";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;União das freguesias de Sequeade e Bastuço (São João e Santo Estevão);633.98;6.34
"0302FF";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;União das freguesias de Tamel (Santa Leocádia) e Vilar do Monte;1105.67;11.06
"0302FG";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;"União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães";1239.53;12.4
"0302FH";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;União das freguesias de Vila Cova e Feitos;1572.78;15.73
"0302FI";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;Barcelos;130.12;1.3
"0302FJ";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;Rio Covo (Santa Eulália);441.75;4.42
"0302FK";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;Silveiros;381.71;3.82
"0302FL";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;Vila Boa;225.15;2.25
"0302FM";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;Vila Frescainha (São Martinho);306.97;3.07
"0302FN";Continente;"1";Norte;"11";Cávado;"112";Braga;Barcelos;Vila Frescainha (São Pedro);267.67;2.68
"030301";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Adaúfe;1080.51;10.81
"030312";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Espinho;447.58;4.48
"030313";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Esporões;474.07;4.74
"030315";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Figueiredo;202.67;2.03
"030319";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Gualtar;273.58;2.74
"030322";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Lamas;125.35;1.25
"030325";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Mire de Tibães;435.71;4.36
"030330";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Padim da Graça;339.37;3.39
"030331";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Palmeira;887.96;8.88
"030334";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Pedralva;806.82;8.07
"030336";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Priscos;364.91;3.65
"030338";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Ruilhe;220.35;2.2
"030349";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Braga (São Vicente);255.04;2.55
"030351";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Braga (São Vítor);408.38;4.08
"030354";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Sequeira;435.05;4.35
"030355";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Sobreposta;598.03;5.98
"030356";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Tadim;268.04;2.68
"030357";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;Tebosa;258.62;2.59
"030363";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;União das freguesias de Arentim e Cunha;572.05;5.72
"030364";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;"União das freguesias de Braga (Maximinos, Sé e Cividade)";256.69;2.57
"030365";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;União das freguesias de Braga (São José de São Lázaro e São João do Souto);243.17;2.43
"030366";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;União das freguesias de Cabreiros e Passos (São Julião);479.05;4.79
"030367";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;"União das freguesias de Celeirós, Aveleda e Vimieiro";756.9;7.57
"030368";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;União das freguesias de Crespos e Pousada;733.82;7.34
"030369";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;União das freguesias de Escudeiros e Penso (Santo Estêvão e São Vicente);803.66;8.04
"030370";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;União das freguesias de Este (São Pedro e São Mamede);979.49;9.79
"030371";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;União das freguesias de Ferreiros e Gondizalves;425.62;4.26
"030372";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;União das freguesias de Guisande e Oliveira (São Pedro);470.94;4.71
"030373";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;União das freguesias de Lomar e Arcos;401.27;4.01
"030374";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;"União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães";534.69;5.35
"030375";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;União das freguesias de Merelim (São Pedro) e Frossos;316.14;3.16
"030376";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;União das freguesias de Morreira e Trandeiras;454.29;4.54
"030377";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;"União das freguesias de Nogueira, Fraião e Lamaçães";839.51;8.4
"030378";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;União das freguesias de Nogueiró e Tenões;442.73;4.43
"030379";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;"União das freguesias de Real, Dume e Semelhe";846.5;8.47
"030380";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;União das freguesias de Santa Lucrécia de Algeriz e Navarra;621.75;6.22
"030381";Continente;"1";Norte;"11";Cávado;"112";Braga;Braga;União das freguesias de Vilaça e Fradelos;279.62;2.8
"030401";Continente;"1";Norte;"11";Ave;"119";Braga;Cabeceiras de Basto;Abadim;1513.64;15.14
"030404";Continente;"1";Norte;"11";Ave;"119";Braga;Cabeceiras de Basto;Basto;557.61;5.58
"030405";Continente;"1";Norte;"11";Ave;"119";Braga;Cabeceiras de Basto;Bucos;1779.85;17.8
"030406";Continente;"1";Norte;"11";Ave;"119";Braga;Cabeceiras de Basto;Cabeceiras de Basto;2452.24;24.52
"030407";Continente;"1";Norte;"11";Ave;"119";Braga;Cabeceiras de Basto;Cavez;2679.12;26.79
"030408";Continente;"1";Norte;"11";Ave;"119";Braga;Cabeceiras de Basto;Faia;514.96;5.15
"030413";Continente;"1";Norte;"11";Ave;"119";Braga;Cabeceiras de Basto;Pedraça;1216.82;12.17
"030415";Continente;"1";Norte;"11";Ave;"119";Braga;Cabeceiras de Basto;Rio Douro;4311.42;43.11
"030418";Continente;"1";Norte;"11";Ave;"119";Braga;Cabeceiras de Basto;União das freguesias de Alvite e Passos;1218.92;12.19
"030419";Continente;"1";Norte;"11";Ave;"119";Braga;Cabeceiras de Basto;União das freguesias de Arco de Baúlhe e Vila Nune;903.86;9.04
"030420";Continente;"1";Norte;"11";Ave;"119";Braga;Cabeceiras de Basto;União das freguesias de Gondiães e Vilar de Cunhas;4138.47;41.38
"030422";Continente;"1";Norte;"11";Ave;"119";Braga;Cabeceiras de Basto;Outeiro;757.77;7.58
"030423";Continente;"1";Norte;"11";Ave;"119";Braga;Cabeceiras de Basto;Painzela;734.96;7.35
"030424";Continente;"1";Norte;"11";Ave;"119";Braga;Cabeceiras de Basto;Refojos de Basto;1402.53;14.03
"030501";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Braga;Celorico de Basto;Agilde;901.21;9.01
"030502";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Braga;Celorico de Basto;Arnóia;1872.89;18.73
"030503";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Braga;Celorico de Basto;Borba de Montanha;1089.03;10.89
"030508";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Braga;Celorico de Basto;Codeçoso;1069.84;10.7
"030510";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Braga;Celorico de Basto;Fervença;1204.78;12.05
"030515";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Braga;Celorico de Basto;Moreira do Castelo;613.51;6.14
"030517";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Braga;Celorico de Basto;Rego;1717.52;17.18
"030518";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Braga;Celorico de Basto;Ribas;827.79;8.28
"030520";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Braga;Celorico de Basto;Basto (São Clemente);1541.06;15.41
"030521";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Braga;Celorico de Basto;Vale de Bouro;789.11;7.89
"030523";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Braga;Celorico de Basto;"União das freguesias de Britelo, Gémeos e Ourilhe";1716.7;17.17
"030524";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Braga;Celorico de Basto;União das freguesias de Caçarilhe e Infesta;1138.97;11.39
"030525";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Braga;Celorico de Basto;União das freguesias de Canedo de Basto e Corgo;1323.14;13.23
"030526";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Braga;Celorico de Basto;União das freguesias de Carvalho e Basto (Santa Tecla);1002.5;10.03
"030527";Continente;"1";Norte;"11";Tâmega e Sousa;11C;Braga;Celorico de Basto;"União das freguesias de Veade, Gagos e Molares";1298.99;12.99
"030601";Continente;"1";Norte;"11";Cávado;"112";Braga;Esposende;Antas;906.73;9.07
"030608";Continente;"1";Norte;"11";Cávado;"112";Braga;Esposende;Forjães;830.47;8.3
"030610";Continente;"1";Norte;"11";Cávado;"112";Braga;Esposende;Gemeses;556.86;5.57
"030615";Continente;"1";Norte;"11";Cávado;"112";Braga;Esposende;Vila Chã;850.2;8.5
"030619";Continente;"1";Norte;"11";Cávado;"112";Braga;Esposende;União das freguesias de Fonte Boa e Rio Tinto;1037.88;10.38
"030621";Continente;"1";Norte;"11";Cávado;"112";Braga;Esposende;Apúlia;1052.62;10.53
"030622";Continente;"1";Norte;"11";Cávado;"112";Braga;Esposende;Belinho;658.98;6.59
"030623";Continente;"1";Norte;"11";Cávado;"112";Braga;Esposende;Curvos;428.51;4.29
"030624";Continente;"1";Norte;"11";Cávado;"112";Braga;Esposende;Esposende;173.28;1.73
"030625";Continente;"1";Norte;"11";Cávado;"112";Braga;Esposende;Fão;575.95;5.76
"030626";Continente;"1";Norte;"11";Cávado;"112";Braga;Esposende;Gandra;515.34;5.15
